active,"DropTarget.setActive#isActive,ActivationMonitor#activeObject,ActivationSystem#activeGroup,DropTarget#isActive,DropTarget#setActive,ForkJoinWorkerThreadFactory#getActiveThreadCount,KeyboardFocusManager#getActiveWindow,Thread#activeCount,ThreadGroup#activeGroupCount,ThreadPoolExecutor#getActiveCount,Toolkit#isDynamicLayoutActive,ActiveEvent#ActiveEvent,NotActiveException#NotActiveException,ServerNotActiveException#ServerNotActiveException",14
actual,"GregorianCalendar#getActualMaximum,GregorianCalendar#getActualMinimum",2
adapt,"ForkJoinTask#adapt",1
adapter,"ComponentAdapter#ComponentAdapter,ContainerAdapter#ContainerAdapter,DragSourceAdapter#DragSourceAdapter,DropTargetAdapter#DropTargetAdapter,FocusAdapter#FocusAdapter,HierarchyBoundsAdapter#HierarchyBoundsAdapter,KeyAdapter#KeyAdapter,MouseAdapter#MouseAdapter,MouseMotionAdapter#MouseMotionAdapter,WindowAdapter#WindowAdapter",10
add,"DecimalFormatSymbols.appendQuotedChars#toAddTo,EventSetDescriptor.EventSetDescriptor#addListenerMethod,EventSetDescriptor.EventSetDescriptor#addListenerMethodName,Instant.plusMillis#millisToAdd,Instant.plusSeconds#secondsToAdd,LocalDate.plusWeeks#weeksToAdd,LocalTime.plusHours#hoursToAdd,LocalTime.plusMinutes#minutesToAdd,LocalTime.plusNanos#nanosToAdd,LocalTime.plusSeconds#secondstoAdd,Period.plus#amountToAdd,Period.plusDays#daysToAdd,Period.plusMonths#monthsToAdd,Period.plusYears#yearsToAdd,AbstractPreferences#addNodeChangeListener,AbstractPreferences#addPreferenceChangeListener,Acl#addEntry,AclEntry#addPermission,AtomicLongArray#addAndGet,AtomicLongArray#getAndAdd,AttributedString#addAttribute,AttributedString#addAttributes,BeanContextServicesSupport#addBeanContextServicesListener,BeanContextServicesSupport#addService,BeanContextSupport#addAll,BeanContextSupport#addBeanContextMembershipListener,BufferedImage#addTileObserver,Builder#addUnicodeLocaleAttribute,CheckboxMenuItem#addItemListener,Choice#addItem,Clipboard#addFlavorListener,Component#addComponentListener,Component#addFocusListener,Component#addHierarchyBoundsListener,Component#addHierarchyListener,Component#addInputMethodListener,Component#addKeyListener,Component#addMouseListener,Component#addMouseMotionListener,Component#addMouseWheelListener,Container#addContainerListener,CopyOnWriteArrayList#addAllAbsent,CopyOnWriteArrayList#addIfAbsent,CountedCompleter#addToPendingCount,DecimalFormatSymbols#addPattern,DragGestureRecognizer#addDragGestureListener,DragSource#addDragSourceMotionListener,DragSourceContext#addDragSourceListener,DropTarget#addDropTargetListener,EventSetDescriptor#getAddListenerMethod,FilteredImageSource#addConsumer,Graphics2D#addRenderingHints,GridLayout#addLayoutComponent,Group#addMember,Identity#addCertificate,IdentityScope#addIdentity,KeyboardFocusManager#addKeyEventDispatcher,KeyboardFocusManager#addKeyEventPostProcessor,KeyboardFocusManager#addVetoableChangeListener,LinkedBlockingDeque#addFirst,LinkedBlockingDeque#addLast,LogManager#addHandler,LogManager#addLogger,MediaTracker#addImage,Menu#addSeparator,MenuComponent#addAccessibleSelection,MenuItem#addActionListener,Observable#addObserver,Owner#addOwner,PKIXParameters#addCertPathChecker,PKIXParameters#addCertStore,ParameterBlock#addSource,Period#addTo,Polygon#addPoint,Runtime#addShutdownHook,Scrollbar#addAdjustmentListener,Scrollbar#addNotify,Security#addProvider,StrictMath#addExact,SystemFlavorMap#addFlavorForUnencodedNative,SystemFlavorMap#addUnencodedNativeForFlavor,SystemTray#add,SystemTray#addPropertyChangeListener,TextComponent#addTextListener,Throwable#addSuppressed,Toolkit#addAWTEventListener,URLConnection#addRequestProperty,Vector#addElement,Window#addWindowFocusListener,Window#addWindowListener,Window#addWindowStateListener,X509CRLSelector#addIssuer,X509CRLSelector#addIssuerName,X509CertSelector#addPathToName,X509CertSelector#addSubjectAlternativeName",95
added,"ContainerAdapter#componentAdded",1
adder,"DoubleAdder#DoubleAdder,LongAdder#LongAdder",2
additional,"IllegalThreadStateException.InnerClassLambdaMetafactory#additionalBridges,Spliterators.DoubleArraySpliterator#additionalCharacteristics,SimpleBeanInfo#getAdditionalBeanInfo",3
addr,"ServerSocket.ServerSocket#bindAddr,ShortBuffer.newDirectByteBuffer#addr,Socket.Socket#localAddr,InetSocketAddress#getHostByAddr,InetSocketAddress#lookupAllHostAddr",5
address,"Socket.Socket#address,AsynchronousServerSocketChannel#getLocalAddress,BufferOverflowException#address,DatagramPacket#getSocketAddress,DatagramPacket#setAddress,DatagramPacket#setSocketAddress,Inet6Address#isIPv4CompatibleAddress,InetAddress#getAddress,InetAddress#getByAddress,InetAddress#getHostAddress,InetAddress#getLoopbackAddress,InetAddress#isAnyLocalAddress,InetAddress#isLinkLocalAddress,InetAddress#isLoopbackAddress,InetAddress#isMulticastAddress,InetAddress#isSiteLocalAddress,InetSocketAddress#anyLocalAddress,InetSocketAddress#loopbackAddress,MembershipKey#sourceAddress,NetworkInterface#getByInetAddress,NetworkInterface#getHardwareAddress,ServerSocket#getInetAddress,ServerSocket#getLocalSocketAddress,ServerSocket#getReuseAddress,ServerSocket#setReuseAddress,Socket#getRemoteSocketAddress,SocketChannel#getRemoteAddress,Inet4Address#Inet4Address,Inet6Address#Inet6Address,InetAddress#InetAddress,InetSocketAddress#InetSocketAddress,InterfaceAddress#InterfaceAddress,SocketAddress#SocketAddress,UnresolvedAddressException#UnresolvedAddressException,UnsupportedAddressTypeException#UnsupportedAddressTypeException",35
addresses,"InetAddress.put#addresses,NetworkInterface#getInetAddresses,NetworkInterface#getInterfaceAddresses",3
adj,"ScrollPaneAdjustable.setTypedValue#adj",1
adjust,"ZoneOffset#adjustInto",1
adjustable,"AdjustmentEvent#getAdjustable,ScrollPane#getHAdjustable,ScrollPane#getVAdjustable,Adjustable#Adjustable,ScrollPaneAdjustable#ScrollPaneAdjustable",5
adjuster,"LocalDate.with#adjuster,TemporalAdjusters.ofDateAdjuster#dateBasedAdjuster,TemporalAdjusters#ofDateAdjuster,TemporalAdjuster#TemporalAdjuster",4
adjusters,"TemporalAdjusters#TemporalAdjusters",1
adjusting,"AdjustmentEvent.AdjustmentEvent#isAdjusting,Scrollbar#getValueIsAdjusting,Scrollbar#setValueIsAdjusting",3
adjustment,"Instant.ofEpochSecond#nanoAdjustment,AdjustmentEvent#getAdjustmentType,AdjustmentListener#adjustmentValueChanged,Scrollbar#addAdjustmentListener,Scrollbar#getAdjustmentListeners,Scrollbar#removeAdjustmentListener,AdjustmentEvent#AdjustmentEvent,AdjustmentListener#AdjustmentListener",8
adler,"Deflater#getAdler",1
adler32,"Adler32#Adler32",1
advance,"GlyphMetrics.GlyphMetrics#advance,GlyphMetrics.GlyphMetrics#advanceX,GlyphMetrics.GlyphMetrics#advanceY,TextMeasurer.getLineBreakIndex#maxAdvance,ByteOrder#tryAdvance,CaretPolicy#getVisibleAdvance,FontMetrics#getMaxAdvance,GlyphMetrics#getAdvanceX,GlyphMetrics#getAdvanceY,LayoutPath#getCharAdvance,Phaser#arriveAndAwaitAdvance,Phaser#awaitAdvance,Phaser#awaitAdvanceInterruptibly,ShapeGraphicAttribute#getAdvance,TextMeasurer#getAdvanceBetween",15
affine,"ECPoint#getAffineX,ECPoint#getAffineY,AffineTransform#AffineTransform,AffineTransformOp#AffineTransformOp",4
after,"SimpleTimeZone.setEndRule#after,ZoneOffsetTransitionRule.of#offsetAfter,CompletionStage#runAfterBoth,CompletionStage#runAfterBothAsync,CompletionStage#runAfterEither,CompletionStage#runAfterEitherAsync,FocusTraversalPolicy#getComponentAfter,LocalDate#isAfter,ScheduledThreadPoolExecutor#getContinueExistingPeriodicTasksAfterShutdownPolicy,ScheduledThreadPoolExecutor#getExecuteExistingDelayedTasksAfterShutdownPolicy,ScheduledThreadPoolExecutor#setContinueExistingPeriodicTasksAfterShutdownPolicy,ScheduledThreadPoolExecutor#setExecuteExistingDelayedTasksAfterShutdownPolicy,StrictMath#nextAfter,TextComponent#getAfterIndex,TextHitInfo#afterOffset,Timestamp#after,X509Certificate#getNotAfter,ZoneOffsetTransition#getDateTimeAfter,ZoneOffsetTransitionRule#getOffsetAfter",19
age,"HttpCookie#getMaxAge,HttpCookie#setMaxAge",2
ahead,"PushbackReader.mark#readAheadLimit",1
alg,"Security.getAlgorithmProperty#algName,X509CRL#getSigAlgName,X509CRL#getSigAlgOID,X509CRL#getSigAlgParams,X509CertSelector#getSubjectPublicKeyAlgID,X509CertSelector#setSubjectPublicKeyAlgID",6
algorithm,"KeyFactory.getInstance#algorithm,PasswordProtection.PasswordProtection#protectionAlgorithm,KeyFactory#getAlgorithm,PSSParameterSpec#getDigestAlgorithm,PSSParameterSpec#getMGFAlgorithm,PasswordProtection#getProtectionAlgorithm,Security#getAlgorithmProperty,AlgorithmConstraints#AlgorithmConstraints,AlgorithmParameterGenerator#AlgorithmParameterGenerator,AlgorithmParameterGeneratorSpi#AlgorithmParameterGeneratorSpi,AlgorithmParameterSpec#AlgorithmParameterSpec,AlgorithmParameters#AlgorithmParameters,AlgorithmParametersSpi#AlgorithmParametersSpi,InvalidAlgorithmParameterException#InvalidAlgorithmParameterException,NoSuchAlgorithmException#NoSuchAlgorithmException",15
algorithms,"Security#getAlgorithms",1
alias,"Builder.getProtectionParameter#alias,ZoneId.of#aliasMap,KeyStoreSpi#engineContainsAlias,KeyStoreSpi#engineGetCertificateAlias,TrustedCertificateEntry#containsAlias,TrustedCertificateEntry#getCertificateAlias",6
aliased,"FontRenderContext.FontRenderContext#isAntiAliased,FontRenderContext#isAntiAliased",2
aliases,"Service.Service#aliases,Charset#aliases,KeyStoreSpi#engineAliases",3
aliasing,"FontRenderContext#getAntiAliasingHint",1
align,"FlowLayout.setAlignOnBaseline#alignOnBaseline,FlowLayout.setAlignment#align,FlowLayout#getAlignOnBaseline,FlowLayout#setAlignOnBaseline",4
alignment,"ShapeGraphicAttribute.ShapeGraphicAttribute#alignment,Window.setSecurityWarningPosition#alignmentX,Window.setSecurityWarningPosition#alignmentY,BorderLayout#getLayoutAlignmentX,BorderLayout#getLayoutAlignmentY,Container#getAlignmentX,Container#getAlignmentY,FlowLayout#setAlignment,GraphicAttribute#getAlignment",9
alive,"ThreadPoolExecutor.ThreadPoolExecutor#keepAliveTime,Socket#getKeepAlive,Socket#setKeepAlive,Thread#isAlive,ThreadPoolExecutor#getKeepAliveTime,ThreadPoolExecutor#setKeepAliveTime",6
all,"EventQueue.removeSourceEvents#removeAllEvents,X509CertSelector.setMatchAllSubjectAltNames#matchAllNames,AllPermission#AllPermissionCollection,Arrays#parallelSetAll,Arrays#setAll,AttributedString#getAllAttributeKeys,BeanContextSupport#addAll,BeanContextSupport#containsAll,BeanContextSupport#retainAll,Builder#allMatch,Component#paintAll,Component#printAll,ConditionObject#signalAll,Container#removeAll,CopyOnWriteArrayList#addAllAbsent,EnumSet#allOf,Executors#invokeAll,Files#readAllBytes,Files#readAllLines,GraphicsEnvironment#getAllFonts,InetAddress#getAllByName,InetSocketAddress#lookupAllHostAddr,Key#putAll,MediaTracker#checkAll,MediaTracker#statusAll,MediaTracker#waitForAll,MenuComponent#selectAllAccessibleSelection,MutableCallSite#syncAll,Object#notifyAll,String#replaceAll,SwitchPoint#invalidateAll,TextComponent#selectAll,Thread#getAllStackTraces,ThreadMXBean#dumpAllThreads,ThreadMXBean#getAllThreadIds,ThreadPoolExecutor#prestartAllCoreThreads,Vector#removeAllElements,X509CertSelector#getMatchAllSubjectAltNames,X509CertSelector#setMatchAllSubjectAltNames,AllPermission#AllPermission",40
allocate,"ByteBuffer#allocateDirect,DoubleBuffer#allocate",2
allow,"Container.getMousePosition#allowChildren,ThreadGroup#allowThreadSuspension,ThreadPoolExecutor#allowCoreThreadTimeOut,URLConnection#getAllowUserInteraction,URLConnection#getDefaultAllowUserInteraction,URLConnection#setAllowUserInteraction,URLConnection#setDefaultAllowUserInteraction",7
allowed,"Component.acceptRequestFocus#focusedWindowChangeAllowed",1
allows,"List#allowsMultipleSelections,ThreadPoolExecutor#allowsCoreThreadTimeOut",2
allowuserinteraction,"URLConnection.setAllowUserInteraction#allowuserinteraction",1
alpha,"Color.Color#alpha,ComponentColorModel.ComponentColorModel#hasAlpha,PackedColorModel.PackedColorModel#alphaMask,PackedColorModel.PackedColorModel#isAlphaPremultiplied,BufferedImage#isAlphaPremultiplied,Color#getAlpha,ColorModel#hasAlpha,DirectColorModel#getAlphaMask,PackedColorModel#getAlphaRaster,AlphaComposite#AlphaComposite",10
alphabetic,"UnicodeBlock#isAlphabetic",1
alphas,"IndexColorModel#getAlphas",1
already,"AlreadyBoundException#AlreadyBoundException,AlreadyConnectedException#AlreadyConnectedException,FileAlreadyExistsException#FileAlreadyExistsException,FileSystemAlreadyExistsException#FileSystemAlreadyExistsException",4
alt,"InputEvent#isAltDown,InputEvent#isAltGraphDown,LambdaMetafactory#altMetafactory,X509CertSelector#getMatchAllSubjectAltNames,X509CertSelector#setMatchAllSubjectAltNames",5
alternative,"X509CertSelector#addSubjectAlternativeName,X509CertSelector#setSubjectAlternativeNames,X509Certificate#getIssuerAlternativeNames,X509Certificate#getSubjectAlternativeNames",4
always,"Window.setAlwaysOnTop#alwaysOnTop,DecimalFormat#isDecimalSeparatorAlwaysShown,DecimalFormat#setDecimalSeparatorAlwaysShown,Toolkit#isAlwaysOnTopSupported,Window#isAlwaysOnTop,Window#setAlwaysOnTop",6
am,"DateFormatSymbols#getAmPmStrings,DateFormatSymbols#setAmPmStrings",2
amask,"PackedColorModel.PackedColorModel#amask",1
amount,"MouseWheelEvent.MouseWheelEvent#scrollAmount,Period.from#amount,Period.minus#amountToSubtract,Period.plus#amountToAdd,Scrollbar.setVisibleAmount#newAmount,MouseWheelEvent#getScrollAmount,Scrollbar#getVisibleAmount,Scrollbar#setVisibleAmount,TemporalAmount#TemporalAmount",9
ampms,"DateFormatSymbols.setAmPmStrings#newAmpms",1
amt,"Robot.mouseWheel#wheelAmt",1
an,"AWTKeyStroke.equals#anObject,AWTKeyStroke.getAWTKeyStrokeForEvent#anEvent,Vector.copyInto#anArray",3
ancestor,"Component#getFocusCycleRootAncestor,Container#isAncestorOf,HierarchyBoundsAdapter#ancestorMoved,HierarchyBoundsAdapter#ancestorResized",4
anchor,"GridBagConstraints.GridBagConstraints#anchor,PKIXCertPathValidatorResult.PKIXCertPathValidatorResult#trustAnchor,PKIXCertPathValidatorResult#getTrustAnchor,TexturePaint#getAnchorRect,TrustAnchor#TrustAnchor",5
anchoring,"Matcher#hasAnchoringBounds,Matcher#useAnchoringBounds",2
anchors,"PKIXParameters.setTrustAnchors#trustAnchors,PKIXParameters#getTrustAnchors,PKIXParameters#setTrustAnchors",3
anchorx,"AffineTransform.setToQuadrantRotation#anchorx",1
anchory,"AffineTransform.setToQuadrantRotation#anchory",1
and,"FileSystem.getPathMatcher#syntaxAndPattern,X509CRLSelector.setDateAndTime#dateAndTime,AtomicLongArray#accumulateAndGet,AtomicLongArray#addAndGet,AtomicLongArray#decrementAndGet,AtomicLongArray#getAndAccumulate,AtomicLongArray#getAndAdd,AtomicLongArray#getAndDecrement,AtomicLongArray#getAndIncrement,AtomicLongArray#getAndSet,AtomicLongArray#getAndUpdate,AtomicLongArray#incrementAndGet,AtomicLongArray#updateAndGet,AtomicMarkableReference#compareAndSet,AtomicMarkableReference#weakCompareAndSet,BigDecimal#divideAndRemainder,BigInteger#and,BigInteger#andNot,Boolean#logicalAnd,Collectors#collectingAndThen,CountedCompleter#compareAndSetPendingCount,EventQueue#invokeAndWait,ForkJoinTask#compareAndSetForkJoinTaskTag,OfPrimitive#getAndClearState,Phaser#arriveAndAwaitAdvance,Phaser#arriveAndDeregister,X509CRLSelector#getDateAndTime,X509CRLSelector#setDateAndTime",28
ang,"Double.setAngleExtent#angExt,Double.setAngleStart#angSt",2
angdeg,"StrictMath.toRadians#angdeg",1
angle,"Double.containsAngle#angle,Graphics.fillArc#arcAngle,Graphics.fillArc#startAngle,MultipleMaster.deriveMMFont#italicAngle,Double#containsAngle,Double#getAngleExtent,Double#getAngleStart,Double#setAngleExtent,Double#setAngleStart,Font#getItalicAngle,LayoutPath#getCharAngle",11
angles,"Double#setAngles",1
angrad,"StrictMath.toDegrees#angrad",1
animated,"MemoryImageSource.setAnimated#animated,MemoryImageSource#setAnimated",2
annotated,"Class#getAnnotatedInterfaces,Class#getAnnotatedSuperclass,Executable#getAnnotatedExceptionTypes,Executable#getAnnotatedParameterTypes,Executable#getAnnotatedReceiverType,Executable#getAnnotatedReturnType,Field#getAnnotatedType,AnnotatedArrayType#AnnotatedArrayType,AnnotatedElement#AnnotatedElement,AnnotatedParameterizedType#AnnotatedParameterizedType,AnnotatedType#AnnotatedType,AnnotatedTypeVariable#AnnotatedTypeVariable,AnnotatedWildcardType#AnnotatedWildcardType",13
annotation,"Class.getDeclaredAnnotationsByType#annotationClass,IncompleteAnnotationException.IncompleteAnnotationException#annotationType,Member.newMethod#annotationDefault,Class#getAnnotation,Class#getDeclaredAnnotation,Class#isAnnotation,Class#isAnnotationPresent,IncompleteAnnotationException#annotationType,Member#getExecutableTypeAnnotationBytes,RMIClassLoader#getClassAnnotation,System#casAnnotationType,System#getAnnotationType,System#getDeclaredAnnotationMap,Annotation#Annotation,AnnotationFormatError#AnnotationFormatError,AnnotationTypeMismatchException#AnnotationTypeMismatchException,IncompleteAnnotationException#IncompleteAnnotationException",17
annotations,"Member.newConstructor#annotations,Member.newConstructor#parameterAnnotations,Class#getAnnotations,Class#getAnnotationsByType,Class#getDeclaredAnnotations,Class#getDeclaredAnnotationsByType,Executable#getParameterAnnotations,Member#getConstructorAnnotations,Member#getConstructorParameterAnnotations,System#getRawClassAnnotations,System#getRawClassTypeAnnotations,System#getRawExecutableTypeAnnotations",12
anonymous,"Class#isAnonymousClass,Logger#getAnonymousLogger",2
another,"Builder.compareTo#anotherCalendar,Byte.compareTo#anotherByte,Date.compareTo#anotherDate,Double.compareTo#anotherDouble,Float.compareTo#anotherFloat,Integer.compareTo#anotherInteger,Long.compareTo#anotherLong,Permission.equals#another,Short.compareTo#anotherShort,String.compareTo#anotherString,UnicodeBlock.compareTo#anotherCharacter",11
anti,"FontRenderContext.FontRenderContext#isAntiAliased,FontRenderContext#getAntiAliasingHint,FontRenderContext#isAntiAliased",3
any,"Compiler.command#any,AsynchronousCompletionTask#anyOf,Builder#anyMatch,Builder#findAny,Executors#invokeAny,InetAddress#isAnyLocalAddress,InetSocketAddress#anyLocalAddress,MediaTracker#getErrorsAny,MediaTracker#isErrorAny,ObjectStreamClass#lookupAny,PKIXParameters#isAnyPolicyInhibited,PKIXParameters#setAnyPolicyInhibited,TexturePaint#Any",13
aoi,"RenderContext.RenderContext#aoi,RenderContext.setAreaOfInterest#newAoi",2
app,"Component.setAppContext#appContext,Component#getAppContext,Component#setAppContext",3
