arrived,"Phaser#getArrivedParties"
as,"Arrays#asList,BaseStream#asLongStream,Builder#asDoubleStream,Collections#asLifoQueue,OptionalDouble#getAsDouble,OptionalInt#getAsInt,OptionalLong#getAsLong,Pattern#asPredicate,Pattern#splitAsStream,ResourceBundle#getResourceAsStream,StampedLock#asReadLock,StampedLock#asReadWriteLock,StampedLock#asWriteLock,StreamSupport#asArray,StreamSupport#asPrimitiveArray"
async,"ForkJoinWorkerThreadFactory.ForkJoinPool#asyncMode,AsynchronousCompletionTask#runAsync,AsynchronousCompletionTask#supplyAsync,CompletionStage#acceptEitherAsync,CompletionStage#applyToEitherAsync,CompletionStage#handleAsync,CompletionStage#runAfterBothAsync,CompletionStage#runAfterEitherAsync,CompletionStage#thenAcceptAsync,CompletionStage#thenAcceptBothAsync,CompletionStage#thenApplyAsync,CompletionStage#thenCombineAsync,CompletionStage#thenComposeAsync,CompletionStage#thenRunAsync,CompletionStage#whenCompleteAsync,ForkJoinWorkerThreadFactory#getAsyncMode"
asynchronous,"AsynchronousCompletionTask#AsynchronousCompletionTask"
at,"Executors#scheduleAtFixedRate,Matcher#lookingAt,Vector#elementAt,Vector#insertElementAt,Vector#removeElementAt,Vector#setElementAt"
atomic,"AtomicBoolean#AtomicBoolean,AtomicInteger#AtomicInteger,AtomicIntegerArray#AtomicIntegerArray,AtomicIntegerFieldUpdater#AtomicIntegerFieldUpdater,AtomicLong#AtomicLong,AtomicLongArray#AtomicLongArray,AtomicLongFieldUpdater#AtomicLongFieldUpdater,AtomicMarkableReference#AtomicMarkableReference,AtomicReference#AtomicReference,AtomicReferenceArray#AtomicReferenceArray,AtomicReferenceFieldUpdater#AtomicReferenceFieldUpdater,AtomicStampedReference#AtomicStampedReference"
attempt,"AtomicMarkableReference#attemptMark,AtomicStampedReference#attemptStamp"
attr,"Attributes.putAll#attr"
attribute,"Builder.removeUnicodeLocaleAttribute#attribute,Builder#addUnicodeLocaleAttribute,Builder#removeUnicodeLocaleAttribute,JarInputStream#jarFileHasClassPathAttribute"
attributes,"JarEntry#getAttributes,Locale#getUnicodeLocaleAttributes,Manifest#getMainAttributes,Attributes#Attributes"
available,"Builder#getAvailableCalendarTypes,Currency#getAvailableCurrencies,DeflaterInputStream#available,Locale#getAvailableLocales,Semaphore#availablePermits,TimeZone#getAvailableIDs"
average,"Builder#average,DoubleSummaryStatistics#getAverage"
averaging,"Collectors#averagingDouble,Collectors#averagingInt,Collectors#averagingLong"
await,"ConditionObject#awaitNanos,ConditionObject#awaitUninterruptibly,ConditionObject#awaitUntil,CyclicBarrier#await,Executors#awaitTermination,ForkJoinWorkerThreadFactory#awaitQuiescence,Phaser#arriveAndAwaitAdvance,Phaser#awaitAdvance,Phaser#awaitAdvanceInterruptibly"
b,"Collectors.ConcatSpliterator#bSpliterator"
backing,"BackingStoreException#BackingStoreException"
barrier,"CyclicBarrier.CyclicBarrier#barrierAction,BrokenBarrierException#BrokenBarrierException,CyclicBarrier#CyclicBarrier"
base,"ResourceBundleControlProvider.getControl#baseName,ResourceBundle#getBaseBundleName,BaseStream#BaseStream"
base64,"Base64#Base64"
basis,"ConcurrentHashMap.reduceEntriesToInt#basis"
bb,"BitSet.valueOf#bb"
bean,"LogManager#getLoggingMXBean,LoggingMXBean#LoggingMXBean"
before,"Date#before"
begin,"Collectors#begin,JarInputStream#beginEntry"
bi,"BiConsumer#BiConsumer,BiFunction#BiFunction,BiPredicate#BiPredicate,ToDoubleBiFunction#ToDoubleBiFunction,ToIntBiFunction#ToIntBiFunction,ToLongBiFunction#ToLongBiFunction"
big,"Formatter#BigDecimalLayout,Scanner#hasNextBigDecimal,Scanner#hasNextBigInteger,Scanner#nextBigDecimal,Scanner#nextBigInteger"
binary,"Arrays#binarySearch,BinaryOperator#BinaryOperator,DoubleBinaryOperator#DoubleBinaryOperator,IntBinaryOperator#IntBinaryOperator,LongBinaryOperator#LongBinaryOperator"
bit,"BitSet.get#bitIndex,BitSet#nextClearBit,BitSet#nextSetBit,BitSet#previousClearBit,BitSet#previousSetBit,BitSet#BitSet"
bits,"UUID.UUID#leastSigBits,UUID.UUID#mostSigBits,UUID#getLeastSignificantBits,UUID#getMostSignificantBits"
block,"AsynchronousCompletionTask#block,ManagedBlocker#managedBlock"
blocker,"ManagedBlocker.managedBlock#blocker,LockSupport#getBlocker,ManagedBlocker#ManagedBlocker"
blocking,"ArrayBlockingQueue#ArrayBlockingQueue,BlockingDeque#BlockingDeque,BlockingQueue#BlockingQueue,LinkedBlockingDeque#LinkedBlockingDeque,LinkedBlockingQueue#LinkedBlockingQueue,PriorityBlockingQueue#PriorityBlockingQueue"
boolean,"AbstractPreferences#getBoolean,AbstractPreferences#putBoolean,Scanner#hasNextBoolean,SplittableRandom#nextBoolean,AtomicBoolean#AtomicBoolean,BooleanSupplier#BooleanSupplier"
both,"CompletionStage#runAfterBoth,CompletionStage#runAfterBothAsync,CompletionStage#thenAcceptBoth,CompletionStage#thenAcceptBothAsync"
bound,"SplittableRandom.doubles#randomNumberBound,SplittableRandom.nextDouble#bound"
bounds,"Matcher#hasAnchoringBounds,Matcher#hasTransparentBounds,Matcher#useAnchoringBounds,Matcher#useTransparentBounds"
boxed,"Builder#boxed"
broken,"CyclicBarrier#isBroken,BrokenBarrierException#BrokenBarrierException"
buf,"DeflaterInputStream.DeflaterInputStream#bufLen,GZIPOutputStream.write#buf"
buff,"FileHandler.write#buff"
buffer,"CRC32.update#buffer"
build,"Builder#build"
builder,"DoubleStream#builder,Builder#Builder"
bulk,"Phaser#bulkRegister"
bundle,"Logger.getAnonymousLogger#resourceBundleName,Logger.logrb#bundleName,Logger.setResourceBundle#bundle,Control#newBundle,Control#toBundleName,Level#getResourceBundleName,LogRecord#setResourceBundleName,Logger#getResourceBundle,Logger#setResourceBundle,ResourceBundle#getBaseBundleName,ResourceBundle#getBundle,ListResourceBundle#ListResourceBundle,PropertyResourceBundle#PropertyResourceBundle,ResourceBundle#ResourceBundle,ResourceBundleControlProvider#ResourceBundleControlProvider"
by,"BinaryOperator#maxBy,BinaryOperator#minBy,Collectors#groupingBy,Collectors#groupingByConcurrent,Collectors#partitioningBy,Map#comparingByKey,Map#comparingByValue,ReentrantLock#isHeldByCurrentThread,WriteLock#isWriteLockedByCurrentThread"
byte,"AbstractPreferences#getByteArray,AbstractPreferences#putByteArray,BitSet#toByteArray,Scanner#hasNextByte,Scanner#nextByte"
bytes,"JarInputStream.JarVerifier#rawBytes,Random.nextBytes#bytes,Deflater#getBytesRead,Deflater#getBytesWritten,Random#nextBytes,UUID#nameUUIDFromBytes"
c1,"Collections.disjoint#c1"
c2,"Collections.disjoint#c2"
cache,"ResourceBundle#clearCache,ResourceBundle#getCacheKey"
cached,"Executors#newCachedThreadPool"
calendar,"Builder.compareTo#anotherCalendar,CalendarNameProvider.getDisplayNames#calendarType,Builder#getAvailableCalendarTypes,Builder#setCalendarType,GregorianCalendar#getCalendarType,Calendar#Calendar,CalendarDataProvider#CalendarDataProvider,CalendarNameProvider#CalendarNameProvider,GregorianCalendar#GregorianCalendar"
call,"Executors#call"
callable,"FutureTask.FutureTask#callable,Executors#callable,Executors#privilegedCallable,Executors#privilegedCallableUsingCurrentClassLoader,Callable#Callable"
caller,"CountedCompleter.onExceptionalCompletion#caller,CallerRunsPolicy#CallerRunsPolicy"
cancel,"FutureTask#cancel,ScheduledThreadPoolExecutor#getRemoveOnCancelPolicy,ScheduledThreadPoolExecutor#setRemoveOnCancelPolicy"
cancellation,"Collectors#cancellationRequested,CancellationException#CancellationException"
cancelled,"FutureTask#isCancelled"
candidate,"Control#getCandidateLocales"
capacity,"ArrayList.ensureCapacity#minCapacity,LinkedBlockingDeque.LinkedBlockingDeque#capacity,LinkedHashSet.LinkedHashSet#initialCapacity,Vector.Vector#capacityIncrement,ArrayList#ensureCapacity,SynchronousQueue#remainingCapacity,Vector#capacity"
cardinality,"BitSet#cardinality"
category,"Locale.setDefault#category"
cause,"ServiceConfigurationError.ServiceConfigurationError#cause"
ceiling,"Collections#ceilingEntry,Collections#ceilingKey,TreeSet#ceiling"
certificates,"JarEntry#getCertificates"
certs,"JarInputStream#getCerts"
cfs,"AsynchronousCompletionTask.anyOf#cfs"
chained,"Collector#ChainedDouble,Collector#ChainedInt,Collector#ChainedLong,Collector#ChainedReference"
change,"AbstractPreferences#addNodeChangeListener,AbstractPreferences#addPreferenceChangeListener,AbstractPreferences#removeNodeChangeListener,AbstractPreferences#removePreferenceChangeListener,GregorianCalendar#getGregorianChange,GregorianCalendar#setGregorianChange,LogManager#addPropertyChangeListener,LogManager#removePropertyChangeListener,NodeChangeEvent#NodeChangeEvent,NodeChangeListener#NodeChangeListener,PreferenceChangeEvent#PreferenceChangeEvent,PreferenceChangeListener#PreferenceChangeListener"
changed,"Observable#hasChanged"
characteristics,"AbstractDoubleSpliterator.DoubleIteratorSpliterator#characteristics,Spliterators.DoubleArraySpliterator#additionalCharacteristics,AbstractDoubleSpliterator#characteristics,Collections#hasCharacteristics"
chars,"Formatter#layoutChars"
charset,"Scanner.Scanner#charsetName,ZipFile.ZipFile#charset"
check,"LogManager#checkAccess"
checked,"Collections#checkedCollection,Collections#checkedList,Collections#checkedMap,Collections#checkedNavigableMap,Collections#checkedNavigableSet,Collections#checkedQueue,Collections#checkedSet,Collections#checkedSortedMap,Collections#checkedSortedSet,CheckedInputStream#CheckedInputStream,CheckedOutputStream#CheckedOutputStream"
checksum,"CheckedOutputStream#getChecksum,Checksum#Checksum"
child,"NodeChangeEvent.NodeChangeEvent#child,BaseStream#getChild,BaseStream#getChildCount"
children,"AbstractPreferences#childrenNames"
cksum,"CheckedOutputStream.CheckedOutputStream#cksum"
cl,"ForkJoinWorkerThread.setContextClassLoader#cl"
class,"LogRecord.setSourceClassName#sourceClassName,Logger.throwing#sourceClass,MissingResourceException.MissingResourceException#className,Executors#privilegedCallableUsingCurrentClassLoader,ForkJoinWorkerThread#getContextClassLoader,ForkJoinWorkerThread#setContextClassLoader,IllegalFormatConversionException#getArgumentClass,JarInputStream#jarFileHasClassPathAttribute,LogRecord#getSourceClassName,LogRecord#setSourceClassName,MissingResourceException#getClassName,ResourceBundle#loadClass"
classifier,"Collectors.groupingByConcurrent#classifier"
clear,"BitSet#nextClearBit,BitSet#previousClearBit,Builder#clearExtensions,OfPrimitive#getAndClearState,ResourceBundle#clearCache,TreeSet#clear"
clock,"UUID#clockSequence"
clone,"TreeSet#clone"
close,"StreamSupport.onClose#closeHandler,MemoryHandler#close,StreamSupport#onClose,ZipInputStream#closeEntry"
closed,"IntStream#rangeClosed,FormatterClosedException#FormatterClosedException"
cmp,"Arrays.parallelSort#cmp"
code,"Currency.getInstance#currencyCode,FileHandler.error#code,LocaleNameProvider.getDisplayCountry#countryCode,LocaleNameProvider.getDisplayLanguage#languageCode,LocaleNameProvider.getDisplayScript#scriptCode,Arrays#deepHashCode,Currency#getCurrencyCode,Currency#getNumericCode,IllegalFormatCodePointException#getCodePoint,JarInputStream#getCodeSigners,JarInputStream#getCodeSource,JarInputStream#getCodeSources,Level#hashCode,IllegalFormatCodePointException#IllegalFormatCodePointException"
coll,"Collections.addAll#coll"
collect,"BaseStream#collectDouble,BaseStream#collectInt,BaseStream#collectLong,Builder#collect"
collecting,"Collectors#collectingAndThen"
collection,"AbstractDoubleSpliterator.IteratorSpliterator#collection,Collectors.toCollection#collectionFactory,Collections#checkedCollection,Collections#synchronizedCollection,Collections#unmodifiableCollection,Collectors#toCollection,PropertyPermission#PropertyPermissionCollection,PropertyPermission#newPermissionCollection,AbstractCollection#AbstractCollection,Collection#Collection"
collections,"Collections#Collections"
collector,"Collector.makeRef#collector,Collector#Collector"
collectors,"Collectors#Collectors"
combine,"CompletionStage#thenCombine,CompletionStage#thenCombineAsync,DoubleSummaryStatistics#combine"
combiner,"Builder.collect#combiner,Collectors#combiner"
command,"Executors.scheduleWithFixedDelay#command"
comment,"Properties.storeToXML#comment,ZipEntry#setComment,ZipFile#getComment"
comments,"Properties.store#comments"
common,"ForkJoinWorkerThreadFactory#commonPool,ForkJoinWorkerThreadFactory#getCommonPoolParallelism"
comp,"Collections.max#comp"
comparator,"Comparator.comparing#keyComparator,TreeSet.TreeSet#comparator,AbstractDoubleSpliterator#getComparator,TreeSet#comparator,Comparator#Comparator"
compare,"Arrays#compare,AtomicMarkableReference#compareAndSet,AtomicMarkableReference#weakCompareAndSet,CountedCompleter#compareAndSetPendingCount,Date#compareTo,ForkJoinTask#compareAndSetForkJoinTaskTag"
comparing,"Comparator#comparing,Comparator#comparingDouble,Comparator#comparingInt,Comparator#comparingLong,Hashtable#thenComparing,Map#comparingByKey,Map#comparingByValue"
compile,"Pattern#compile"
complement,"EnumSet#complementOf"
completable,"CompletionStage#toCompletableFuture,CompletableFuture#CompletableFuture"
complete,"AsynchronousCompletionTask#complete,AsynchronousCompletionTask#completeExceptionally,CompletionStage#whenComplete,CompletionStage#whenCompleteAsync,CountedCompleter#firstComplete,CountedCompleter#helpComplete,CountedCompleter#nextComplete,CountedCompleter#quietlyCompleteRoot,CountedCompleter#tryComplete,ForkJoinTask#quietlyComplete"
completed,"AsynchronousCompletionTask#completedFuture,AsynchronousCompletionTask#isCompletedExceptionally,ForkJoinTask#isCompletedAbnormally,ForkJoinTask#isCompletedNormally,ThreadPoolExecutor#getCompletedTaskCount"
completer,"CountedCompleter#getCompleter,CountedCompleter#CountedCompleter"
completion,"ExecutorCompletionService.ExecutorCompletionService#completionQueue,CountedCompleter#onCompletion,CountedCompleter#onExceptionalCompletion,CountedCompleter#propagateCompletion,AsynchronousCompletionTask#AsynchronousCompletionTask,CompletionException#CompletionException,CompletionService#CompletionService,CompletionStage#CompletionStage,ExecutorCompletionService#ExecutorCompletionService"
compose,"CompletionStage#thenCompose,CompletionStage#thenComposeAsync"
compressed,"ZipEntry#getCompressedSize,ZipEntry#setCompressedSize"
compute,"Collections#compute,Collections#computeIfAbsent,Collections#computeIfPresent"
concat,"Collectors#ConcatSpliterator,DoubleStream#concat"
concurrency,"ConcurrentHashMap.ConcurrentHashMap#concurrencyLevel"
concurrent,"Collectors#groupingByConcurrent,Collectors#toConcurrentMap,ConcurrentHashMap#ConcurrentHashMap,ConcurrentLinkedDeque#ConcurrentLinkedDeque,ConcurrentLinkedQueue#ConcurrentLinkedQueue,ConcurrentMap#ConcurrentMap,ConcurrentModificationException#ConcurrentModificationException,ConcurrentNavigableMap#ConcurrentNavigableMap,ConcurrentSkipListMap#ConcurrentSkipListMap,ConcurrentSkipListSet#ConcurrentSkipListSet"
condition,"ReentrantLock.getWaitQueueLength#condition,StampedLock#newCondition,Condition#Condition,ConditionObject#ConditionObject"
config,"Logger#config"
configuration,"LogManager#readConfiguration,ServiceConfigurationError#ServiceConfigurationError"
console,"ConsoleHandler#ConsoleHandler"
consumer,"Spliterators.forEachRemaining#consumer,LinkedTransferQueue#getWaitingConsumerCount,LinkedTransferQueue#hasWaitingConsumer,BiConsumer#BiConsumer,Consumer#Consumer,DoubleConsumer#DoubleConsumer,IntConsumer#IntConsumer,LongConsumer#LongConsumer,ObjDoubleConsumer#ObjDoubleConsumer,ObjIntConsumer#ObjIntConsumer,ObjLongConsumer#ObjLongConsumer"
contains,"Collections#containsAll,Collections#containsKey,Collections#containsValue,TreeSet#contains"
contended,"AbstractQueuedSynchronizer#hasContended"
context,"ForkJoinWorkerThread#getContextClassLoader,ForkJoinWorkerThread#setContextClassLoader"
continue,"ScheduledThreadPoolExecutor#getContinueExistingPeriodicTasksAfterShutdownPolicy,ScheduledThreadPoolExecutor#setContinueExistingPeriodicTasksAfterShutdownPolicy"
control,"ResourceBundle.getBundle#control,Control#getNoFallbackControl,ResourceBundleControlProvider#getControl,Control#Control,ResourceBundleControlProvider#ResourceBundleControlProvider"
conversion,"FormatFlagsConversionMismatchException#getConversion,FormatFlagsConversionMismatchException#FormatFlagsConversionMismatchException,IllegalFormatConversionException#IllegalFormatConversionException,UnknownFormatConversionException#UnknownFormatConversionException"
convert,"StampedLock#tryConvertToOptimisticRead,StampedLock#tryConvertToReadLock,StampedLock#tryConvertToWriteLock"
copies,"Collections#nCopies"
copy,"CopyOnWriteArrayList.CopyOnWriteArrayList#toCopyIn,Arrays#copyOf,Arrays#copyOfRange,Collections#copy,StreamSupport#copyInto,CopyOnWriteArrayList#CopyOnWriteArrayList,CopyOnWriteArraySet#CopyOnWriteArraySet"
core,"Executors.newScheduledThreadPool#corePoolSize,ThreadPoolExecutor#allowCoreThreadTimeOut,ThreadPoolExecutor#allowsCoreThreadTimeOut,ThreadPoolExecutor#getCorePoolSize,ThreadPoolExecutor#prestartAllCoreThreads,ThreadPoolExecutor#prestartCoreThread,ThreadPoolExecutor#setCorePoolSize"
count,"FileHandler.FileHandler#count,BaseStream#getChildCount,Builder#count,ConcurrentHashMap#mappingCount,CountDownLatch#countDown,CountDownLatch#getCount,CountedCompleter#addToPendingCount,CountedCompleter#compareAndSetPendingCount,CountedCompleter#decrementPendingCountUnlessZero,CountedCompleter#getPendingCount,CountedCompleter#setPendingCount,ForkJoinTask#getQueuedTaskCount,ForkJoinTask#getSurplusQueuedTaskCount,ForkJoinWorkerThreadFactory#getActiveThreadCount,ForkJoinWorkerThreadFactory#getQueuedSubmissionCount,ForkJoinWorkerThreadFactory#getRunningThreadCount,ForkJoinWorkerThreadFactory#getStealCount,LinkedTransferQueue#getWaitingConsumerCount,MatchResult#groupCount,Observable#countObservers,ReentrantLock#getHoldCount,StampedLock#getReadLockCount,StringTokenizer#countTokens,ThreadPoolExecutor#getActiveCount,ThreadPoolExecutor#getCompletedTaskCount,ThreadPoolExecutor#getTaskCount,WriteLock#getReadHoldCount,WriteLock#getWriteHoldCount,CountDownLatch#CountDownLatch"
counted,"CountedCompleter#CountedCompleter"
counting,"Collectors#counting"
countries,"Locale#getISOCountries"
country,"Locale.Locale#country,LocaleNameProvider.getDisplayCountry#countryCode,Locale#getCountry,Locale#getDisplayCountry,Locale#getISO3Country"
crc,"ZipEntry.setCrc#crc,ZipEntry#getCrc,ZipEntry#setCrc"
crc32,"CRC32#CRC32"
creation,"ZipEntry#getCreationTime,ZipEntry#setCreationTime"
cs,"JarInputStream.entryNames#cs"
csize,"ZipEntry.setCompressedSize#csize"
csn,"Formatter.Formatter#csn"
cumulate,"Hashtable#CumulateTask,Hashtable#DoubleCumulateTask,Hashtable#IntCumulateTask,Hashtable#LongCumulateTask"
currencies,"Currency#getAvailableCurrencies"
currency,"Currency.getInstance#currencyCode,Currency.getObject#currencyNameProvider,Currency#getCurrencyCode,Currency#Currency,CurrencyNameProvider#CurrencyNameProvider"
current,"Executors#privilegedCallableUsingCurrentClassLoader,ReentrantLock#isHeldByCurrentThread,ThreadLocalRandom#current,WriteLock#isWriteLockedByCurrentThread"
cyclic,"CyclicBarrier#CyclicBarrier"
daemon,"Timer.Timer#isDaemon"
data,"CalendarDataProvider#CalendarDataProvider,DataFormatException#DataFormatException"
date,"Date.compareTo#anotherDate,Date.setDate#date,Date#getDate,Date#setDate,GregorianCalendar#isWeekDateSupported,GregorianCalendar#setWeekDate,GregorianCalendar#toZonedDateTime,Date#Date"
day,"Builder.setWeekDefinition#firstDayOfWeek,GregorianCalendar.GregorianCalendar#dayOfMonth,GregorianCalendar.GregorianCalendar#hourOfDay,GregorianCalendar.setWeekDate#dayOfWeek,SimpleTimeZone.setEndRule#endDay,SimpleTimeZone.setEndRule#endDayOfWeek,SimpleTimeZone.setStartRule#startDay,SimpleTimeZone.setStartRule#startDayOfWeek,TimeZone.getOffset#day,Builder#setFirstDayOfWeek,Builder#setTimeOfDay,CalendarDataProvider#getFirstDayOfWeek,Date#getDay"
daylight,"TimeZoneNameProvider.getDisplayName#daylight,TimeZone#inDaylightTime,TimeZone#observesDaylightTime,TimeZone#useDaylightTime"
days,"Builder.setWeekDefinition#minimalDaysInFirstWeek,Builder#setMinimalDaysInFirstWeek,CalendarDataProvider#getMinimalDaysInFirstWeek"
deadline,"ConditionObject.awaitUntil#deadline"
decimal,"Formatter#BigDecimalLayout,Scanner#hasNextBigDecimal,Scanner#nextBigDecimal"
decode,"Decoder#decode"
decoder,"Base64#getDecoder,Base64#getMimeDecoder,Base64#getUrlDecoder,Decoder#Decoder"
decrement,"AtomicLongArray#decrementAndGet,AtomicLongArray#getAndDecrement,CountedCompleter#decrementPendingCountUnlessZero,LongAdder#decrement"
deep,"Arrays#deepEquals,Arrays#deepHashCode,Arrays#deepToString"
def,"DeflaterOutputStream.DeflaterOutputStream#def"
default,"Collections.getOrDefault#defaultValue,Objects.toString#nullDefault,Collections#getOrDefault,Currency#getDefaultFractionDigits,Executors#defaultThreadFactory,Locale#getDefault,Locale#setDefault"
defaults,"Properties.Properties#defaults"
